id,created_at,sampled_at,name,screen_name,description,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,banner_url,verified
1506832232,2013-06-11 21:04:56+00:00,2022-09-25 02:32:00+00:00,claudiahernandez,claudia71586555,La vida es la mejor compañera .,214317,513,1172,123026,31,TRUE,https://pbs.twimg.com/profile_banners/1506832232/1614406878,FALSE
2444642444,2014-04-15 00:33:02+00:00,2022-09-25 02:32:00+00:00,MS,TheeRedVelvet,"Bay Area Sports Fanatic | Financial Wizard | Serial Entrepreneur | Warriors, 49ers, Fighting connoisseur",33188,1139,513,87997,7,TRUE,https://pbs.twimg.com/profile_banners/2444642444/1615420099,FALSE
475573015,2012-01-27 06:21:36+00:00,2022-09-25 02:32:00+00:00,ك̲ۣو̲ۣد̲ۣ ك̲ۣو̲ب̲و̲ۣن̲ خ̲ۣص̲ۣم̲,sureshaajna,,356,0,0,6,0,TRUE,N/A,FALSE
1.37E+18,2021-03-12 18:27:58+00:00,2022-09-25 02:32:00+00:00,ノクス🌸@咲舞,tgJuGORV31zYKWt,基本は上げませんが、楽しそうにゲームをしてるゲーム実況者さん達を見ることが好きです！🌸,6866,254,1473,35830,33,TRUE,https://pbs.twimg.com/profile_banners/1370440837708980224/1615574025,FALSE
1.09E+18,2019-02-06 02:11:41+00:00,2022-09-25 02:32:00+00:00,mariajosev,majo_ortiz07,DGR💘,5420,85,108,4806,0,TRUE,https://pbs.twimg.com/profile_banners/1092969046583242752/1663959856,FALSE
1.26E+18,2020-05-25 05:22:09+00:00,2022-09-25 02:32:00+00:00,witviola_official,witviola,"5G反対　ワクチンいらない　素顔がいちばん
コロナは政治　SDGsは詐欺ビジネス　PCRは感染症有無の判断に使っちゃいけないって、2019年秋のコロナ直前に急死した、開発者のキャリーマリス本人が言ってたよね。
無言フォローごめんなさい。ほぼRT

かわいいリップ付けて、出かけようよ♪
╰(*´３`*)╯♡",29033,319,638,55478,2,TRUE,https://pbs.twimg.com/profile_banners/1264788626153410560/1596959380,FALSE
4599810386,2015-12-19 04:17:15+00:00,2022-09-25 02:32:00+00:00,ミリー洋菓子店,miliyougashiten,"東京都日野市神明3-6-1
TEL　042ｰ843ｰ1577
開店　10:00
閉店　19:00
火曜日定休
皆様の特別な時間をミリ―のお菓子で彩られるよう心を込めて作っています。",1774,1158,89,5474,13,TRUE,https://pbs.twimg.com/profile_banners/4599810386/1560330771,FALSE
65811322,2009-08-15 03:14:46+00:00,2022-09-25 02:32:00+00:00,Heberti,hebertiandrade,,5748,156,274,2957,0,TRUE,https://pbs.twimg.com/profile_banners/65811322/1383002187,FALSE
2866699362,2014-10-20 08:45:55+00:00,2022-09-25 02:32:00+00:00,ɴᴇᴇɴᴄᴀɴᴅᴏɪᴛ🐯🐰,hano_cnc,*･῾ ᵎ⌇ ⁺◦ 💘 ✧.*,206519,51,778,9781,0,FALSE,https://pbs.twimg.com/profile_banners/2866699362/1636731183,FALSE
1373237989,2013-04-22 22:15:26+00:00,2022-09-25 02:32:00+00:00,miyu,5xxMii,1995 / 25 / 娘🎀 otowa♡5歳,31873,275,2391,747,0,TRUE,https://pbs.twimg.com/profile_banners/1373237989/1477898929,FALSE
1.45E+18,2021-10-06 13:11:28+00:00,2022-09-25 02:32:00+00:00,sannie ʕ´•ᴥ•`ʔ,haechliwayway,madalas stan twt minsan personal at anitwt,9857,155,200,14030,2,TRUE,https://pbs.twimg.com/profile_banners/1445738390536667146/1657906393,FALSE
298421274,2011-05-14 08:50:46+00:00,2022-09-25 02:32:00+00:00,Nytha Angelaa,NythaAngelaa,"Nytha Gulla Angelaa~Single~Dec98~Always Jesus Christ~Japan~a girl who called by heaven, to proclaim salvation in JESUS to the world. Gak hobby follback #ROARRR",161366,8796,28,21,33,FALSE,https://pbs.twimg.com/profile_banners/298421274/1383325381,FALSE
1289279232,2013-03-22 17:54:46+00:00,2022-09-25 02:32:00+00:00,zaheer mastar,zaheer_2u,,17069,120,128,35504,0,TRUE,https://pbs.twimg.com/profile_banners/1289279232/1419861856,FALSE
1.26E+18,2020-05-24 23:36:17+00:00,2022-09-25 02:32:00+00:00,Cufa ッ,Faq_CruZ,: ( :,755,36,143,13777,1,TRUE,https://pbs.twimg.com/profile_banners/1264701741158760449/1655834980,FALSE
1.08E+18,2018-12-27 20:55:10+00:00,2022-09-25 02:32:00+00:00,Pia Santo Domingo,Pia39037531,Real estate market,5856,50,252,18810,0,TRUE,N/A,FALSE
1.05E+18,2018-10-05 10:18:08+00:00,2022-09-25 02:32:00+00:00,glitch_oil_japan,glitchoil_japan,日本発の高性能ベアリングオイルブランド『グリッチ』。超低粘度オイルから特殊添加剤高純度オイル、アンチニュートン系オイルまで幅広く取り揃えております。#glitchoil 只今グリッチでは代理店様及びアンバサダー様を募集しております。お問い合わせお待ちしております。,2959,1552,123,9628,6,TRUE,https://pbs.twimg.com/profile_banners/1048155368126218241/1560356237,FALSE
1.53E+18,2022-05-27 03:44:34+00:00,2022-09-25 02:32:00+00:00,WonkyDonkey,DrFosterCat,Animal doc. Writer. ❤️💛🖤🏳️‍🌈🏳️‍⚧️,764,121,272,4686,0,TRUE,https://pbs.twimg.com/profile_banners/1530032091596877824/1653729229,FALSE
1.51E+18,2022-04-01 09:06:22+00:00,2022-09-25 02:32:00+00:00,✨楠 あやめ🌼le Cocon〜風俗メンズエステ🌺,leCocon0088,リラクゼーションサロンle Cocon〜楠あやめです🌼主に平日出勤です🙋‍♀ 御指名様に限り個人オプションはじめましたっ🎶 https://t.co/YXlFi3IGuY,2171,438,348,5594,5,TRUE,https://pbs.twimg.com/profile_banners/1509819401633427458/1650125132,FALSE
1415013078,2013-05-09 09:05:36+00:00,2022-09-25 02:32:00+00:00,ك̲ۣو̲ۣد̲ۣ ك̲ۣو̲ب̲و̲ۣن̲ خ̲ۣص̲ۣم̲,GRACEJOYCOMAWAS,Accordingly according Abacus Achieved Academics Accelerators Ability Achieved accuracy Absalon,353,0,10,5,0,TRUE,https://pbs.twimg.com/profile_banners/1415013078/1652168080,FALSE
1.41E+18,2021-06-25 04:30:50+00:00,2022-09-25 02:32:00+00:00,🐈‍⬛,Caiofodasekk,,2630,48,193,9894,0,TRUE,https://pbs.twimg.com/profile_banners/1408281469513043968/1663211991,FALSE
2285025791,2014-01-16 03:23:12+00:00,2022-09-25 02:32:00+00:00,💫A⁷,SecretlivesTsu,"🌙✨ She/Her. Moon Child, idealistic dreamer, and lover of all💜, OT7 enthusiast/Joon Supremacist;♋️☀️,♎️🌙,♒️⬆️; Searching for my eternal whirlwind romance.",91563,259,236,218222,4,FALSE,https://pbs.twimg.com/profile_banners/2285025791/1659910924,FALSE
1.20E+18,2019-11-23 04:32:03+00:00,2022-09-25 02:32:00+00:00,ଘ(੭ˊᵕˋ)੭* ੈ✩‧₊˚,ctrlhyuka,"𝑰 𝒂𝒎 𝒇𝒂𝒍𝒍𝒊𝒏𝒈, 𝑰 𝒂𝒎 𝒇𝒂𝒅𝒊𝒏𝒈, 𝑰 𝒂𝒎 𝒅𝒓𝒐𝒘𝒏𝒊𝒏𝒈
                    𝑯𝒆𝒍𝒑 𝒎𝒆 𝒕𝒐 𝒃𝒓𝒆𝒂𝒕𝒉𝒆. ˚◞♡   ⃗  *ೃ༄",23625,351,791,70604,2,TRUE,https://pbs.twimg.com/profile_banners/1198096784712552453/1664079393,FALSE
1.24E+18,2020-03-25 03:21:04+00:00,2022-09-25 02:32:00+00:00,La Reine 🧚🏼‍♀️,torilareine,"an artist, in her many forms | ny 🗽 | ♈️",4783,248,272,29927,0,TRUE,https://pbs.twimg.com/profile_banners/1242652664736944135/1640736855,FALSE
304857847,2011-05-25 07:00:21+00:00,2022-09-25 02:32:00+00:00,【公式】SANYO,sanyobussan,「海物語」「大工の源さん」でおなじみ🐳 パチンコメーカーSANYO公式アカウントです❣️ 新機種やキャラクター情報などをいち早くお届けしていきます💌 YouTubeもぜひご登録くださいhttps://t.co/eM9lZFeedw,5959798,202369,2299,16630,617,FALSE,https://pbs.twimg.com/profile_banners/304857847/1658189054,FALSE
321808458,2011-06-22 04:56:30+00:00,2022-09-25 02:32:00+00:00,Felipe Ray Tyson,feliperaytyson,"11 Años Grabando Videos en Youtube. Soy Esposo de una Gran Mujer, Padre de Hijos Increíbles y Apoyo al Pueblo Latino con todo Corazon.",26358,78055,165,11648,66,FALSE,https://pbs.twimg.com/profile_banners/321808458/1648368136,FALSE
1.44E+18,2021-09-16 07:14:00+00:00,2022-09-25 02:32:00+00:00,h,sissy_aubrey,,16,361,88,31,0,TRUE,N/A,FALSE
1.53E+18,2022-05-25 02:28:14+00:00,2022-09-25 02:32:00+00:00,Paola Córdova,CordovaPaopla,"anticomunista, anticaviar, católica, patriota y provida",8078,300,657,12367,1,TRUE,N/A,FALSE
1.49E+18,2022-02-06 17:48:58+00:00,2022-09-25 02:32:00+00:00,Vlog Papo Reto,PapoVlog,,695,4,101,8,0,TRUE,N/A,FALSE
1.57E+18,2022-09-21 09:51:32+00:00,2022-09-25 02:32:00+00:00,Mehmet İçbay,Mehmetb55601273,,864,28,32,819,0,TRUE,N/A,FALSE
1.47E+18,2021-12-21 22:05:07+00:00,2022-09-25 02:32:00+00:00,Pippa Baker,PippaBaker14,,37625,7,0,460,0,TRUE,https://pbs.twimg.com/profile_banners/1473414111430066183/1663132714,FALSE
9.07E+17,2017-09-09 13:03:03+00:00,2022-09-25 02:32:00+00:00,むらぴよ🐱25フレチ,murapiparum,けものフレンズ‼️サーバルちゃんのコスプレするアカウント🐱年に数回イベントにのみ出没します🐾お写真リプでもDMでも🆗撮影ありがとうございます😊フォローうれしいです🧡,286,95,72,80,0,TRUE,https://pbs.twimg.com/profile_banners/906503217663447040/1521264300,FALSE
1.42E+18,2021-08-04 23:08:56+00:00,2022-09-25 02:32:00+00:00,Ginny,GinevraKudou,If you can't say something nice. Don't say nothing at all,10221,386,572,45023,3,TRUE,https://pbs.twimg.com/profile_banners/1423058340129611779/1654601701,FALSE
1.52E+18,2022-04-27 14:16:50+00:00,2022-09-25 02:32:00+00:00,Cristiane Oliveira Borges Huchack,CrisHuchack,"Temente ao Deus de Israel🇮🇱
Mãe  de uma princesa abençoada💞 Esposa 👨‍👩‍👧 
Patriota !!!!🇧🇷🇧🇷🇧🇷
O futuro escrito em verde e amarelo!🇧🇷🇧🇷🇧🇷",2826,460,688,5576,0,TRUE,https://pbs.twimg.com/profile_banners/1519319567092355074/1664132915,FALSE
1.46E+18,2021-11-04 13:16:47+00:00,2022-09-25 02:32:00+00:00,★,Lseeseo,"fictitious.. ୨୧ “thump, thump! i’m a fairie belle and insurgent of the 𝓛uxurive, whose bewitchment and cutesy amaze human beings!” i yell with jollity. 🦋 𔘓",6785,295,162,96,8,TRUE,https://pbs.twimg.com/profile_banners/1456248999149588486/1664114717,FALSE
1.25E+18,2020-04-11 04:49:50+00:00,2022-09-25 02:32:00+00:00,yoka❤️,Ayasheashaa3,FCES💸,781,399,86,25981,0,TRUE,https://pbs.twimg.com/profile_banners/1248835528356777985/1662345193,FALSE
2586324829,2014-06-24 20:29:26+00:00,2022-09-25 02:32:00+00:00,Ama Boukman,AmaBoukman1804,"I am a moderate; the world is radically unjust.
---When black lives matter to black people, black lives will matter. #Pan-African

@PanAfricanComm1",64485,6278,3851,53713,73,FALSE,https://pbs.twimg.com/profile_banners/2586324829/1552959795,FALSE
1.55E+18,2022-07-15 03:24:31+00:00,2022-09-25 02:32:00+00:00,Pritam kumar dadhich,dadhichhyderab,Speak what I feel is true,578,0,27,3,0,TRUE,N/A,FALSE
4742700314,2016-01-11 10:11:14+00:00,2022-09-25 02:32:00+00:00,สิทนามวง  จงกระพัน,8CrZXcW2g7MZUiL,,1624,9,146,996,0,TRUE,N/A,FALSE
3238871185,2015-06-07 12:26:42+00:00,2022-09-25 02:32:00+00:00,ふうちゃん🦄✨Happy♡Girl🌈✨,2525komachi,鷹党💛Eighter🌈ソフトボール🥎 TAKARAZUKA💗💜Horoscope🔮✨運気爆上げ中💰 南無不労所得臨時収入🙏💓健康に生きる🌱iHerber💚,8464,253,571,43754,3,TRUE,https://pbs.twimg.com/profile_banners/3238871185/1631335888,FALSE
71633796,2009-09-04 20:44:50+00:00,2022-09-25 02:32:00+00:00,Perfil de direita,fabicastroal,Brasil 🇧🇷 acima de tudo. Deus acima de todos!,7945,2982,1898,5349,0,TRUE,https://pbs.twimg.com/profile_banners/71633796/1579642136,FALSE
151171648,2010-06-02 19:49:13+00:00,2022-09-25 02:32:00+00:00,1of1,UpperCaseBeeeee,Success is just my character. #RootedinOakland,112760,2501,2740,40706,29,FALSE,https://pbs.twimg.com/profile_banners/151171648/1442026321,FALSE
1.36E+18,2021-02-18 22:10:35+00:00,2022-09-25 02:32:00+00:00,Shart RT Bot,shartrtbot,"This bot retweets the word shart

This account is mostly unmoderated

Excluded from shartbot are: racists, transphobes, homophobes and all bigots in general :)",68663,776,1,6,4,TRUE,https://pbs.twimg.com/profile_banners/1362524915887468548/1654065263,FALSE
1.54E+18,2022-07-06 19:02:53+00:00,2022-09-25 02:32:00+00:00,Colleen | UGC Creator & Pro MUA,elementalsmedia,Creating high quality work that works for you | bit of a gym rat ✨ Let’s curate some awesome content that converts ✨ colleen@elementalsocials.com,916,469,493,2943,1,TRUE,https://pbs.twimg.com/profile_banners/1544758718926950401/1659067811,FALSE
1.40E+18,2021-05-25 21:31:33+00:00,2022-09-25 02:32:00+00:00,Lorelei Sara,loreleiiexe,,20,0,21,238,0,TRUE,https://pbs.twimg.com/profile_banners/1397304299609284615/1621978585,FALSE
1.12E+18,2019-04-29 00:22:30+00:00,2022-09-25 02:32:00+00:00,𝔐𝔞𝔦 🤍,maiaherrrera,ig@maiaherrrera,835,108,108,3768,0,TRUE,https://pbs.twimg.com/profile_banners/1122657375176024064/1659564966,FALSE
1.55E+18,2022-07-30 14:44:02+00:00,2022-09-25 02:32:00+00:00,Ellicarg Jones,Jones17Ellicarg,regret from the mistakes,4650,135,4,938,0,TRUE,https://pbs.twimg.com/profile_banners/1553390889787072514/1663699814,FALSE
1.49E+18,2022-02-09 23:55:01+00:00,2022-09-25 02:32:00+00:00,danielita,notdaniuxxx,si clarooo,761,49,9,667,0,TRUE,https://pbs.twimg.com/profile_banners/1491561229588041734/1662728889,FALSE
144824289,2010-05-17 11:52:50+00:00,2022-09-25 02:32:00+00:00,GeisseleHasReset,B3YAKUGAN,Lisan al Gaib,10580,505,488,23277,1,FALSE,https://pbs.twimg.com/profile_banners/144824289/1664063153,FALSE
1.46E+18,2021-11-16 07:34:23+00:00,2022-09-25 02:32:00+00:00,👠Merol Doll👠Respaldo,BittchLawyer,"En mi defensa argumentaré que no te obligue a leerme.
📌Cuenta principal:@LawMerol 💵NADA GRATIS. @phtalents #modelphtalent",396,7071,497,371,8,TRUE,https://pbs.twimg.com/profile_banners/1460511503925321734/1663958737,FALSE
308369443,2011-05-31 08:56:43+00:00,2022-09-25 02:32:00+00:00,IKie 🤍💙,dr_nkenbear,다시 태어나도 널 사랑할게,565854,808,2046,41687,18,FALSE,https://pbs.twimg.com/profile_banners/308369443/1657959058,FALSE
1.46E+18,2021-11-20 16:01:20+00:00,2022-09-25 02:32:00+00:00,るる,YnELydIoOvlK3II,よろしくお願いします🥺🤲,159,5,113,1269,0,TRUE,N/A,FALSE
1.57E+18,2022-09-20 21:52:13+00:00,2022-09-25 02:32:00+00:00,Fatih Mehmet Balta,FatihMe38504120,,1380,27,32,418,0,TRUE,N/A,FALSE
1.50E+18,2022-03-08 19:49:36+00:00,2022-09-25 02:32:00+00:00,Celestin Ann,Celestinann17,"Feeling good,living better than that.",5423,44,85,8068,0,TRUE,https://pbs.twimg.com/profile_banners/1501283982557605888/1658037363,FALSE
123222901,2010-03-15 11:42:28+00:00,2022-09-25 02:32:00+00:00,みんみん@skeb再開,shiratorikuro,登山と一次創作とか旅行とかすきです。 Skeb( https://t.co/6FAvJojyYU ),133959,16487,647,21991,370,FALSE,https://pbs.twimg.com/profile_banners/123222901/1617290474,FALSE
9.99E+17,2018-05-22 01:12:05+00:00,2022-09-25 02:32:00+00:00,⁷⁷AI⁰⁷ 🍒🐙¹²⁷,ai_ncjyt,悠太さんとジェヒョンさんとイリチル NCT127🍑🍒 ↑30,43870,1970,313,23558,22,TRUE,https://pbs.twimg.com/profile_banners/998733201790058496/1601005414,FALSE
9.83E+17,2018-04-09 01:23:27+00:00,2022-09-25 02:32:00+00:00,Intouchh :-*,Kanta_nine,•ʙᴇʏᴏɴᴄᴇ́•ᴛᴇɴʟᴇᴇ•ᴘᴀʀᴋʙᴏɢᴜᴍ•ᴋᴘᴏᴘ•sᴇʀɪᴇs•,427039,122,824,383043,0,FALSE,https://pbs.twimg.com/profile_banners/983153384780775425/1663642564,FALSE
1.36E+18,2021-02-25 09:11:16+00:00,2022-09-25 02:32:00+00:00,森のフォッカ,foccaccia_n,モクチェズ💛💜でまんがを描くよ,23859,242,94,12555,3,TRUE,https://pbs.twimg.com/profile_banners/1364865503085301766/1618949111,FALSE
1.53E+18,2022-05-18 13:00:33+00:00,2022-09-25 02:32:00+00:00,҉ 𝑌𝑒𝑖𝑚𝑦 ҉ 🍎 (((𝟑𝟕𝟎°))),DamasPerfectas,𝑵𝑺𝑭𝑾 🔞 𝑫𝑶𝑵❜𝑻 𝑶𝑾𝑵 𝑨𝑵𝒀 𝑶𝑭 𝑻𝑯𝑬 𝑪𝑶𝑵𝑻𝑬𝑵𝑻 𝑰 𝑷𝑶𝑺𝑻 𝑼𝑵𝑳𝑬𝑺𝑺 𝑰 𝑺𝑨𝒀 𝑺𝑶 𝑪𝑶𝑵𝑻𝑨𝑪𝑻 𝑭𝑶𝑹 𝑹𝑬𝑴𝑶𝑽𝑨𝑳,37960,375777,9,34,1766,TRUE,https://pbs.twimg.com/profile_banners/1526910467427512320/1653000920,FALSE
1.29E+18,2020-08-13 03:55:37+00:00,2022-09-25 02:32:00+00:00,hannie’s eliza,soonmoroll,"number 1 8star, jjongjjongie, wonwoorideul, and huihui https://t.co/ix9YCTVnQZ",101151,4299,2843,47175,19,TRUE,https://pbs.twimg.com/profile_banners/1293758034360098816/1658791673,FALSE
1.56E+18,2022-08-21 21:03:11+00:00,2022-09-25 02:32:00+00:00,(nani)smo,catlinoos,shinunoga e-wa,220,21,94,823,0,TRUE,https://pbs.twimg.com/profile_banners/1561458871193018371/1664156888,FALSE
39790151,2009-05-13 16:53:36+00:00,2022-09-25 02:32:00+00:00,LONGY,TheOnlyLongy,"🏟️ #GoPies 
⚽ #COYS
🏉Storm ⚡ 
🏀 Celtics ☘️
🇦🇺 All sport 🏏 🎾 🏑 
🍺🍕🥓🍔🍟🍻 Life's Essentials!",32895,928,1741,9080,25,FALSE,https://pbs.twimg.com/profile_banners/39790151/1658740709,FALSE
1.46E+18,2021-11-25 02:25:34+00:00,2022-09-25 02:32:00+00:00,olhinhos de gato,a_evy___,o mundo deu as voltas e eu fiquei tonta,10907,12,16,1255,0,TRUE,https://pbs.twimg.com/profile_banners/1463695296928661504/1663722199,FALSE
1.49E+18,2022-01-30 01:24:40+00:00,2022-09-25 02:32:00+00:00,L_ina'Ali 🇮🇩,LineaLucky,follow donk ntar di follback 🥰,9220,62,3645,3036,2,TRUE,N/A,FALSE
54260272,2009-07-06 16:51:13+00:00,2022-09-25 02:32:00+00:00,Eric Gelsomino,EricGelsomino13,"University of Akron Alum, Civil Engineer, I like all the sports and cars",30543,493,1283,156472,1,FALSE,https://pbs.twimg.com/profile_banners/54260272/1567770649,FALSE
21447430,2009-02-20 23:46:44+00:00,2022-09-25 02:32:00+00:00,D. Rab,GodGivnName,Life is a journey and I'm finding myself a little more each day,105505,561,697,5428,23,FALSE,https://pbs.twimg.com/profile_banners/21447430/1591064961,FALSE
198362822,2010-10-04 02:39:27+00:00,2022-09-25 02:32:00+00:00,𝗦𝗶𝗹𝘃𝗶𝗮 𝗗𝗶𝗮𝘇 𝗛𝗲𝗶𝘀𝗲𝗰𝗸𝗲 #27835,CHICHIDH,"Me gusta la gente sincera, que mira a los ojos, que aprieta la mano, que se emociona y le sonríe a la vida 🤗❤️",37954,2519,2000,48531,16,FALSE,https://pbs.twimg.com/profile_banners/198362822/1610620823,FALSE
1.57E+18,2022-09-26 01:59:15+00:00,2022-09-25 02:32:00+00:00,John Li,JohnLi42196476,احب المتااجر #السعوديه,210,0,0,0,0,TRUE,N/A,FALSE
8.56E+17,2017-04-24 13:18:58+00:00,2022-09-25 02:32:00+00:00,ʙʙ_ɴᴀɴᴀ ⚡️ ❺ ❾ บีเกิ้ลคือลิง,NANABO_O,"🆂🆄🅿🅿🅾🆁🆃 ✩┈┈∘ 𝐁𝐓𝐒 💜(บังทัน) ✩┈┈∘ 𝐁𝐑𝐈𝐆𝐇𝐓 ☀(เมนน้อนไบร์ท) ✩┈┈∘ 𝐖𝐈𝐍 🐰(เอ็นดูน้องกระตุ่ย) 
///",36964,234,300,183589,0,TRUE,https://pbs.twimg.com/profile_banners/856497696386854912/1638253914,FALSE
1.21E+18,2019-12-16 14:22:33+00:00,2022-09-25 02:32:00+00:00,しばこ,shiba4814,"懸賞と美味しいものが好き。幼稚園に行っている子供がいます。
当選したら当選報告させていただきます

RTのRT気をつけていますがやってたらごめんなさい。私のところはRTご自由にどうぞ。
#しばこ当選報告　欲しいものリスト↓",173647,1830,4981,70016,13,TRUE,https://pbs.twimg.com/profile_banners/1206580285195710464/1601461424,FALSE
1.41E+18,2021-07-05 14:06:25+00:00,2022-09-25 02:32:00+00:00,feebee lee,FeebFX,"PulseFX Twitter.
For the real madness ➡️ @feebee_lee",366,6,28,6,0,TRUE,N/A,FALSE
34836846,2009-04-24 03:42:43+00:00,2022-09-25 02:32:00+00:00,Ricardo Montero G.,ricardomonterog,"Comunicador Audiovisual, Talento desperdiciado, Talquino y Soñador.",101914,1011,674,150,15,FALSE,https://pbs.twimg.com/profile_banners/34836846/1446090622,FALSE
1.47E+18,2021-12-13 16:50:29+00:00,2022-09-25 02:32:00+00:00,ヒマラヤンのひま,himadayo0820,ヒマラヤン ブルークリームポイント おててはクリーム胡麻パン🍞🐈 おてんばで爆鳴きの怪獣🦖 2021.8.20🎂 2021.11.12🏘️,296,1463,1161,1370,1,TRUE,N/A,FALSE
9.55E+17,2018-01-20 23:47:43+00:00,2022-09-25 02:32:00+00:00,Indy🎃,its_indiaaaaa,Asia Rose Mommy | 💋 | 23 | Aries | Tik Tok : @itss_indiaaa,82356,4414,3814,60746,1,TRUE,https://pbs.twimg.com/profile_banners/954863039416885248/1663785649,FALSE
9.80E+17,2018-03-31 09:01:08+00:00,2022-09-25 02:32:00+00:00,まし(志摩)👶🏻,mashi_contact,#久保史緒里 #矢久保美緒 #筒井あやめ /SWIFT sports,12090,504,574,39730,8,TRUE,https://pbs.twimg.com/profile_banners/980007072514195456/1629983350,FALSE
1.56E+18,2022-08-26 12:52:24+00:00,2022-09-25 02:32:00+00:00,Burger Eater,BurgerEater17,,31,0,22,69,0,TRUE,N/A,FALSE
1.54E+18,2022-06-25 08:03:31+00:00,2022-09-25 02:32:00+00:00,Sunil Kumar Yogi,cell111right,"Proud Indian/Nationalist/Hindu/Activist/Investor, Lets pledge to abolish caste for Hindu unity & protect Sanatan Dharma,धर्मो रक्षति रक्षितः",13337,99,473,12443,0,TRUE,https://pbs.twimg.com/profile_banners/1540606490569891840/1663986573,FALSE
2363155944,2014-02-26 20:27:09+00:00,2022-09-25 02:32:00+00:00,مساج في جدة| الرياض منزلي فندقي,SkytriDesigner,مساج تدليك في جدة الرياض منزلي فندقي | للتواصل (واتساب على الرابط) المباشر https://t.co/wReY9fA6gZ,43436,0,8,0,0,TRUE,https://pbs.twimg.com/profile_banners/2363155944/1661542974,FALSE
1.29E+18,2020-08-02 08:31:32+00:00,2022-09-25 02:32:00+00:00,Insomniac Collective by Emily Tumen,ADhepri,"""Bismillah
Semoga big win""",107,18,54,72,0,TRUE,https://pbs.twimg.com/profile_banners/1289841180935467009/1661316614,FALSE
1.56E+18,2022-08-11 01:28:55+00:00,2022-09-25 02:32:00+00:00,Toom💗.,ixxif20,.,36,13,24,10,0,TRUE,N/A,FALSE
204598799,2010-10-19 01:51:29+00:00,2022-09-25 02:32:00+00:00,creative scorpio,vinivinidogo,"Writer of songs, short stories, poems, plays looking 4 a chance 2 change the lives & minds of others through the concept of each 1 teach 1",384137,1668,1965,221361,48,FALSE,N/A,FALSE
8.80E+17,2017-06-27 09:43:08+00:00,2022-09-25 02:32:00+00:00,ローマ市民★,roomasiminn,去年に社会人となったローマ(宮城)市民でございます たまぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁに自分から呟くよ 最近Vtuberとかウマ娘にハマってる,27417,563,1143,63620,4,TRUE,https://pbs.twimg.com/profile_banners/879636204903317504/1505014835,FALSE
924411032,2012-11-04 01:37:27+00:00,2022-09-25 02:32:00+00:00,𝕂𝕖.,NdayaaK,Nzimbi,64737,1680,232,87374,15,FALSE,https://pbs.twimg.com/profile_banners/924411032/1663472006,FALSE
1.46E+18,2021-11-24 15:32:55+00:00,2022-09-25 02:32:00+00:00,Nittaya Wongmahawan,NWongmahawan,,2297,0,45,3203,0,TRUE,https://pbs.twimg.com/profile_banners/1463530764771860481/1653839977,FALSE
42443195,2009-05-25 17:11:38+00:00,2022-09-25 02:32:00+00:00,Fernando F. Mattos,nandomtts,,8458,4096,4260,9312,7,FALSE,https://pbs.twimg.com/profile_banners/42443195/1645621942,FALSE
1.55E+18,2022-07-10 21:49:42+00:00,2022-09-25 02:32:00+00:00,Nemy_SF3,YQnYSOTXfNh1kXy,shadow fight シリーズを広めたい！！！！           基本的にフォロバします！,277,15,36,577,0,TRUE,N/A,FALSE
1.55E+18,2022-08-02 07:32:56+00:00,2022-09-25 02:32:00+00:00,²³ᶜʰᵃᵐᵖⁱᵒⁿˢᴳᵒᵗᵀʰⁱˢ,OwnHimJarred,Innovating...,34,5,37,368,0,TRUE,https://pbs.twimg.com/profile_banners/1554369615215697920/1664076411,FALSE
1.38E+18,2021-04-05 15:29:07+00:00,2022-09-25 02:32:00+00:00,Akaashi's girlfriend 🔫,xxkagehinaxx,,8690,121,140,31467,0,TRUE,https://pbs.twimg.com/profile_banners/1379093475182841869/1657257178,FALSE
1.52E+18,2022-04-30 00:28:51+00:00,2022-09-25 02:32:00+00:00,mari; hotd spoilers,sorceriez,,9942,4720,4682,6572,23,TRUE,https://pbs.twimg.com/profile_banners/1520198406420971521/1663699289,FALSE
1.51E+18,2022-04-11 02:06:54+00:00,2022-09-25 02:32:00+00:00,Azul,picaflorbello,"Bello es ser de RACING... 💙💙💙
Amo a los animales...😊
Me encantan las novelas brasileras... 🤣🤣",8542,154,485,11137,0,TRUE,https://pbs.twimg.com/profile_banners/1513337572688384002/1650130172,FALSE
1.56E+18,2022-08-29 08:33:43+00:00,2022-09-25 02:32:00+00:00,Itsporn,Itsporn5,Follow me,2267,1839,3,3,4,TRUE,N/A,FALSE
994566644,2012-12-07 07:44:40+00:00,2022-09-25 02:32:00+00:00,livii🌿,po_razzi,,22196,20,130,5262,0,TRUE,https://pbs.twimg.com/profile_banners/994566644/1487029503,FALSE
8.10E+17,2016-12-18 02:54:05+00:00,2022-09-25 02:32:00+00:00,ねこ ◡̈❤︎,l07l07,APEX / PS5 / season7〜 / TOKYO / 日常もつぶやきます🔥 / 🦖🐈‍⬛🐇💕 / ▶︎▷▶︎ 📮 https://t.co/Q1pMEoUa2u / 🔑 @107neko 仲良くなったらフォロバします٩( ᐛ )و‼︎ ランクやめました🏆,6252,1232,65,1221,10,TRUE,https://pbs.twimg.com/profile_banners/810317181028159488/1653354689,FALSE
